codePostaleAdresse;adresseAdresse;communeAdresse
75005;31 rue d'Ulm;Paris
75006;1 place Saint-Germain des Prés;Paris
75005;218 rue Saint-Jacques;Paris
75004;86 rue de Rivoli;Paris
75004;2 rue de la Cité;Paris
75002;5 rue de la Lune;Paris
75015;174 rue Blomet;Paris
75003;72 rue Réaumur;Paris
75004;1 place de la Bastille;Paris
75005;10 rue de la Collégiale;
75005;23 rue Clovis;Paris
75001;33 rue de l'Arbre Sec;Paris
75004;14 rue des Rosiers;Paris
75001;60 quai des Tuileries;Paris
75005;13 impasse du Clos Bruneau;Paris
75001;1 place du Châtelet;Paris
75018;4 rue Francis de Croisset;Paris
75005;4 rue de la Collégiale;Paris
75005;24 rue Lhomond;Paris
75006;35 rue Saint-Placide;Paris
75005;11 place Marcelin Berthelot;Paris
75004;5 place de la Bastille;Paris
75018;2 rue du Mont-Cenis;Paris
75014;127v boulevard de Port-Royal;Paris
75005;24 rue de Poissy;Paris
75001;1 place du Châtelet;Paris
75005;11 place Marcelin Berthelot;Paris
75006;42 boulevard Saint-Michel;
75005;21 rue du Sommerard;Paris
75005;92 boulevard de Port-Royal;Paris
75010;68 boulevard de Magenta;Paris
75005;132 rue Mouffetard;Paris
75005;56 rue Saint-Jacques;Paris
75005;16 rue Pierre et Marie Curie;Paris
75001;6 rue Perrault;Paris
75006;24 boulevard Saint-Michel;Paris
75005;80 boulevard de Port Royal;Paris
75015;4 avenue de la Porte de Sèvres;Paris
75001;2 place du Louvre;Paris
75012;1 quai de Bercy;Paris
75013;45 rue Albert;Paris
75013;26 rue de la Reine Blanche;Paris
75005;7 rue Toullier;Paris
75005;4 rue Valette;Paris
75006;2w rue de Médicis;Paris
75006;2w rue de Médicis;Paris
75012;106 cours de Vincennes;Paris
75014;71 avenue Denfert Rochereau;Paris
75001;1 place du Carrousel;Paris
75005;31 rue d'Ulm;Paris
75002;7 place des Petits Pères;Paris
75015;36 rue du docteur Finlay;Paris
75005;16B rue de l'Abbé de l'Epée;Paris
75005;15 rue Victor Cousin;Paris
75006;2 cours du Commerce Saint-André;Paris
75006;53 ter quai des Grands-Augustins;Paris
75006;6 rue Crébillon;Paris
75005;11 rue Scipion;Paris
75005;13 rue du Pot-de-Fer;Paris
75004;1 place Saint-Gervais;Paris
75005;86 boulevard Saint-Marcel;Paris
75005;14 rue de la Montagne Sainte-Geneviève;Paris
75006;2w rue de Médicis;Paris
75013;42 avenue des Gobelins;Paris
75005;181 rue Saint-Jacques;Paris
75001;151b rue Saint-Honoré;Paris
75005;39 rue des Ecoles;Paris
75005;4 rue Scipion;Paris
75005;48 rue Saint-Jacques;Paris
75005;4 rue Valette;Paris
75005;1 rue du Cimetière Saint-Benoist;Paris
75014;57 avenue Denfert-Rochereau;Paris
75005;19 rue Descartes;Paris
75006;8 rue de l'Abbaye;Paris
75004;1 rue François Miron;Paris
75006;19 rue d'Assas;Paris
75012;120 rue de Lyon;Paris
75006;19 rue de Vaugirard;Paris
75004;68 rue François Miron;Paris
75013;83 quai Panhard et Levassor;Paris
75006;154 boulevard Saint-Germain;Paris
75014;119 boulevard de Port-Royal;Paris
75013;7 boulevard Arago;
75005;10 rue Clovis;Paris
75001;10 boulevard du Palais;Paris
75005;6 place Paul Painlevé;Paris
75005;18 rue Rollin;Paris
75006;20 rue de Vaugirard;Paris
75001;8 boulevard du Palais;Paris
75005;191 rue Saint-Jacques;Paris
75003;71 rue du Temple;Paris
75012;103 rue de Charenton;Paris
75006;1 place de l'Odéon;Paris
75014;10 villa Saint-Jacques;Paris
75005;7 avenue des Gobelins;
75005;23 rue des Ecoles;Paris
75011;49 rue de la Roquette;Paris
75006;76 rue de Rennes;Paris
75004;2 rue de Lobau;Paris
75001;89 rue Saint-Denis;Paris
75005;252 rue Saint-Jacques;Paris
75005;1 rue des Prêtres Saint-Séverin;Paris
75004;1 place de la Bastille;Paris
75007;14 boulevard Raspail;Paris
75005;131 boulevard Saint-Michel;Paris
75005;31 rue des Ecoles;Paris
75005;90 boulevard Saint-Marcel;Paris
75006;1 place Saint-Germain des Prés;Paris
75005;71 rue du Cardinal Lemoine;
75001;16 rue du Louvre;Paris
75004;6 rue d'Arcole;Paris
75001;8 boulevard du Palais;Paris
75005;8 rue Gay-Lussac;Paris
75013;13 rue Fulton;Paris
75013;1v boulevard Arago;Paris
75005;2 rue Cujas;Paris
75006;20 rue de Seine;
75005;15 rue de la Bûcherie;Paris
75005;48 rue Galande;Paris
75001;2 rue des Prêtres Saint-Germain-l'Auxerrois;Paris
75005;88ter boulevard de Port-Royal;Paris
75004;1 rue de Lobau;Paris
75001;1 quai de la Mégisserie;Paris
75005;1 boulevard Saint-Michel;Paris
75005;58 rue des Ecoles;Paris
75005;13 rue Laplace;Paris
75014;123 boulevard de Port-Royal;Paris
75020;8 rue du Père Julien Dhuit;Paris
75005;23 rue des Bernardins;Paris
75006;9 rue Servandoni;Paris
75006;4 impasse de Conti;Paris
75005;2 rue Pierre Brossolette;Paris
75014;26 avenue du Général Leclerc;Paris
75004;1 place de la Bastille;Paris
75003;1 boulevard des Filles-du-Calvaire;Paris
75018;2 rue du Mont-Cenis;Paris
75004;1 place Louis Lépine;Paris
75005;33 rue Pierre-Nicole;Paris
75006;3 rue Suger;Paris
75006;2w rue de Médicis;Paris
75006;51 rue des Saints-Pères;Paris
75005;43 rue Daubenton;Paris
75001;91bA rue de Rivoli;Paris
75005;20 rue de Poissy;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75005;1 rue Saint-Julien-le-Pauvre;Paris
75005;11 rue Lagrange;Paris
75001;1 rue de Harlay;Paris
75005;5 rue Vésale;Paris
75004;1 rue de la Cité;Paris
75005;30 rue du Cardinal-Lemoine;Paris
75005;10 rue Amyot;Paris
75005;10 rue de l'Epée de bois;Paris
75013;13 rue de la Reine-Blanche;Paris
75008;23 avenue Marigny;Paris
75005;1 place du Petit-Pont;Paris
75005;1 rue du Petit-Pont;
75001;12 rue de la Ferronnerie;Paris
75011;127 rue du Chemin Vert;Paris
75005;22 rue d'Ulm;Paris
75005;14 rue Pierre et Marie Curie;Paris
75006;1 rue de Vaugirard;Paris
75014;38 rue Gassendi;Paris
75014;66 avenue Denfert-Rochereau;Paris
75004;68 rue de Rivoli;Paris
75004;6 rue François Miron;Paris
75013;1 rue Jenner;Paris
75013;4 boulevard Arago;Paris
75005;141 rue Mouffetard;Paris
75006;10 rue de l'Abbaye;Paris
75005;1 rue Descartes;Paris
75015;64 rue de la Convention;Paris
75002;1 avenue de l'Opéra;Paris
75006;34 boulevard Saint-Michel;Paris
75013;81 boulevard Saint-Marcel;Paris
75010;70 boulevard de Strasbourg;Paris
75011;98 rue de Charonne;Paris
75001;24 rue Saint-Denis;Paris
75006;15 rue de Vaugirard;
75006;2W rue de Medicis;Paris
75013;3 rue Edmond Flamand;Paris
75005;49 rue Monge;Paris
75007;13 quai Anatole France;Paris
75005;9 rue Rataud;Paris
75016;2 rue André Pascal;Paris
75013;25 avenue des Gobelins;Paris
75013;1 avenue des Gobelins;
75012;41 rue Truffaut;Paris
75014;19 rue de la Cité Universitaire;Paris
75013;3 boulevard Arago;Paris
75013;85 boulevard Saint-Marcel;Paris
75013;2 boulevard Arago;Paris
75004;5 rue François Miron;Paris
75005;18 rue Saint-Étienne-du-Mont;Paris
75004;26 rue Vieille du Temple;Paris
75003;107 rue Beaubourg;Paris
75014;10 rue du Couëdic;Paris
75005;250 rue Saint-Jacques;Paris
75001;4 boulevard du Palais;Paris
75004;8 rue Lesdiguières;Paris
75006;2W rue de Medicis;Paris
75016;25 rue Raynouard;Paris
75005;1 rue des Irlandais;Paris
75006;2W rue de Medicis;Paris
75005;4 boulevard de Port-Royal;Paris
75005;47 rue des Ecoles;Paris
75013;180 avenue de Choisy;Paris
75005;49 rue Monge;Paris
75005;52 rue du Cardinal Lemoine;Paris
75005;1 rue Gay-Lussac;Paris
75005;1 rue des Chantiers;Paris
75004;11 rue d'Arcole;Paris
75004;1 rue du Petit-Musc;Paris
75001;1 avenue de l Opéra;Paris
75004;18 rue du Cloître Saint-Merri;Paris
75018;1 avenue Junot;Paris
75006;60 rue de Vaugirard;Paris
75003;2 rue des Minimes;Paris
75004;2 Allée des Justes de France;Paris
75018;1 rue Poulbot;Paris
75005;11 place Marcelin Berthelot;Paris
75006;23 quai de Conti;Paris
75006;2w rue de Médicis;Paris
75006;15 rue Saint-Benoît;Paris
75016;1 place de l'Alma;Paris
75005;29 rue Descartes;Paris
75006;2w rue de Médicis;Paris
75001;2t quai François Mitterrand;Paris
75003;1 rue Cunin-Gridaine;Paris
75005;2 rue Cujas;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75007;59A rue de Grenelle;Paris
75004;1 place de l'Hotel de Ville;Paris
75005;11 place Marcelin Berthelot;Paris
75001;9 rue de Harlay;Paris
75005;12 rue des Feuillantines;Paris
75004;2 rue Saint-Louis-en-l'île;Paris
75006;15 rue de l'École de Médecine;Paris
75001;39 boulevard de Sébastopol;Paris
75005;2 rue de la Collégiale;Paris
75002;34 rue Grenéta;Paris
75005;6 place Paul Painlevé;Paris
75005;44 rue Saint-Jacques;
75013;5 avenue de Choisy;Paris
75005;5 boulevard Saint-Michel;Paris
75005;24 rue de Poissy;Paris
75013;31 avenue des Gobelins;Paris
75004;4 quai des Célestins;Paris
75005;1 rue Le Goff;Paris
75006;2w rue de Médicis;Paris
75004;14 rue Charlemagne;Paris
75018;2 rue du Mont-Cenis;Paris
75005;2 place Sainte-Geneviève;Paris
75007;50 rue du Bac;Paris
75006;2 rue Palatine;Paris
75003;9 rue du Perche;Paris
75002;12 rue d'Aboukir;Paris
75005;1 rue Royer-Collard;Paris
75005;16 rue Royer-Collard;Paris
75006;3 rue de l'Abbaye;Paris
75005;3 rue Le Goff;Paris
75006;19 rue de Vaugirard;Paris
75003;4 rue Payenne;Paris
75005;1 place de la Sorbonne;Paris
75005;2 rue Cujas;Paris
75001;6 boulevard du Palais;Paris
75005;71 boulevard Saint-Germain;Paris
75001;14 place du Carrousel;Paris
75004;24 rue des Archives;Paris
75004;4 rue de Lobau;Paris
75003;4 rue Payenne;Paris
75004;39 rue de Rivoli;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75004;6 rue d'Arcole;Paris
75005;44 rue Saint-Jacques;Paris
75004;1 place Baudoyer;Paris
75006;8v place Edmond Rostand;Paris
75005;16 rue de la Harpe;Paris
75001;1 rue de Harlay;Paris
75004;36 rue Saint-Merri;Paris
75007;10 rue des Saints-Pères;Paris
75005;25 boulevard Saint-Germain;Paris
75005;79 rue Galande;Paris
75004;123 rue Saint-Antoine;Paris
75005;1 rue de la Harpe;Paris
75015;39V quai d'Issy-Les-Moulineaux;Paris
75014;111 boulevard de Port-Royal;Paris
75015;4 rue Cauchy;Paris
75006;53 ter quai des Grands-Augustins;Paris
75001;39 rue Cambon;Paris
75005;14 rue Pierre Nicole;Paris
75015;62 rue Farman;Paris
75006;1 rue de Vaugirard;Paris
75018;72b rue Leibniz;Paris
75005;42 rue Descartes;Paris
75005;35 rue Gay-Lussac;Paris
75005;220 rue Saint-Jacques;
75006;5 rue Racine;Paris
75001;8 place Sainte-Opportune;Paris
75008;6 rue Lavoisier;Paris
75019;4 passage Goix;Paris
75006;1 rue Suger;Paris
75005;1 rue du Petit-Pont;Paris
75004;10 rue Saint-Martin;Paris
75014;9 rue Méchain;Paris
75013;6 rue Saint-Hippolyte;Paris
75018;29 rue Marcadet;Paris
75005;23 rue Soufflot;Paris
75005;23 rue Clovis;Paris
75005;1 rue Saint-Jacques;Paris
75006;2w rue de Médicis;Paris
75004;1 quai de la Corse;Paris
75005;1 impasse Royer-Collard;
75014;8 rue Campagne-Première;Paris
75004;1 rue Eginhard;Paris
75013;37 quai d'Austerlitz;Paris
75004;14 rue des Lombards;Paris
75006;46 rue de Vaugirard;Paris
75004;2 rue des Juges Consuls;Paris
75005;1 boulevard Saint-Michel;Paris
75001;7 rue de l'Arbre Sec;Paris
75004;56 rue de l'Hôtel de Ville;Paris
75006;2 rue du Cherche-Midi;Paris
75005;9 rue d'Arras;Paris
75019;208 boulevard MacDonald;Paris
75016;52 avenue de Versailles;Paris
75001;2 place du Louvre;Paris
75005;160 rue Saint-Jacques;Paris
75004;1 place de la Bastille;Paris
75006;60 boulevard Saint-Michel;Paris
75004;28 quai Henri IV;Paris
75004;6 rue Saint-Bon;Paris
75009;16 rue Ballu;Paris
75004;15 rue des Ursins;Paris
75004;1 rue François Miron;Paris
75004;3 rue de Lutèce;Paris
75004;9 place du Marché Sainte-Catherine;Paris
75005;19 rue Valette;Paris
75013;81 boulevard Saint-Marcel;Paris
75005;18 rue Laplace;Paris
75005;8 rue Rollin;Paris
75013;54 rue Pascal;Paris
75006;91 rue Notre-Dame-des-Champs;Paris
75013;25 avenue des Gobelins;Paris
75005;1 rue Mouffetard;Paris
75005;1 rue Saint-Étienne-du-Mont;Paris
75005;1 place Sainte-Geneviève;Paris
75005;85 boulevard Saint-Michel;Paris
75013;73 quai Panhard et Levassor;Paris
75006;60 boulevard Saint-Michel;Paris
75005;5 rue Cujas;Paris
75018;103 rue Philippe-de-Girard;Paris
75001;164 rue de Rivoli;Paris
75014;42 avenue Reille;Paris
75005;1 rue Rollin;Paris
75005;22 rue Gay-Lussac;Paris
75005;1 rue Descartes;Paris
75005;35 rue Jussieu;Paris
75005;22 avenue des Gobelins;Paris
75005;12 rue Lacépède;Paris
75005;12 place du Panthéon;Paris
75005;2 boulevard de Port-Royal;
75001;3 place du Louvre;Paris
75005;1 rue Cujas;Paris
75006;29 rue de Buci;Paris
75002;99 boulevard de Sébastopol;Paris
75005;72 boulevard Saint-Marcel;Paris
75005;1 rue des Carmes;Paris
75006;12 rue de l'École de Médecine;Paris
75005;2 place Marcelin Berthelot;Paris
75005;196 rue Saint-Jacques;Paris
75005;11 place Marcelin Berthelot;Paris
75014;58 boulevard Saint-Jacques;Paris
75001;1v place du Pont Neuf;Paris
75005;1 rue Laplace;Paris
75005;53 quai de la Tournelle;Paris
75003;27 rue Chapon;Paris
75013;54 rue Pascal;Paris
75003;33 rue Chapon;Paris
75008;1 place de la Concorde;Paris
75005;1 rue Saint-Etienne-du-Mont;Paris
75001;6 rue des Lavandières Sainte-Opportune;Paris
75005;21 rue des Bernardins;Paris
75005;77 rue Saint-Jacques;Paris
75005;63 rue Monge;Paris
75004;1 place de l'Hôtel de Ville;Paris
75004;39 rue de Rivoli;Paris
75011;10 rue Jules Vallès;Paris
75004;22 rue du Cloître Notre-Dame;Paris
75020;130 boulevard de Belleville;Paris
75004;1 place de la Bastille;Paris
75006;17 rue de Vaugirard;Paris
75007;1v Pont Alexandre III;Paris
75005;15 rue de la Parcheminerie;Paris
75007;84 boulevard de la Tour-Maubourg;Paris
75018;17 rue Ganneron;Paris
75004;19 rue des Archives;Paris
75005;3 rue Champollion;Paris
75004;1 rue de Lutèce;Paris
75005;2 place Marcelin Berthelot;Paris
75006;168b boulevard Saint-Germain;Paris
75005;46 rue Henri-Barbusse;Paris
75005;31 rue Gay Lussac;Paris
75010;53 rue de la Grange aux Belles;Paris
75001;8 boulevard du Palais;Paris
75005;3 rue d'Ulm;Paris
75005;1 rue Jussieu;Paris
75004;56 quai de l'Hôtel de Ville;Paris
75005;1 rue de la Harpe;Paris
75006;8 rue de l'Abbaye;Paris
75003;1 place de la République;Paris
75006;2w rue de Médicis;Paris
75004;1 rue de la Cité;Paris
75004;1 place de l'Hôtel de Ville;Paris
75002;12 rue d'Aboukir;Paris
75011;14 rue Amelot;Paris
75005;71 rue du Cardinal Lemoine;
75003;355v rue Saint-Martin;Paris
75005;1 rue Clovis;Paris
75006;3 place Saint-Germain-des-Prés;Paris
75005;29 rue Jean de Beauvais;Paris
75005;59 rue Galande;Paris
75005;1 rue du cimetière Saint-Benoist;Paris
75005;31 rue Gay-Lussac;Paris
75005;56 boulevard Saint-Germain;Paris
75003;58 rue des Francs-Bourgeois;Paris
75005;12 bis avenue des Gobelins;Paris
75005;37 rue de la Bûcherie;Paris
75001;10 boulevard du Palais;Paris
75015;52 rue de Javel;Paris
75016;1 boulevard de l'Amiral Bruix;Paris
75001;8 boulevard du Palais;Paris
75005;1 rue du Cimetière-Saint-Benoit;Paris
75005;24 rue de Poissy;Paris
75011;1 passage Dallery;Paris
75006;1 rue Hautefeuille;Paris
75013;1 rue Michel Peter;Paris
75001;2 quai François Mitterand;Paris
75001;140 rue de Rivoli;Paris
75003;292 rue Saint-Martin;Paris
75018;2 rue du Mont-Cenis;Paris
75004;57 bis rue des Francs-Bourgeois;Paris
75005;14 rue Lanneau;Paris
75005;74 boulevard de Port-Royal;Paris
75004;19 rue de la Verrerie;Paris
75005;57 rue Cuvier;Paris
75004;62 rue de l'Hôtel de Ville;Paris
75004;35 rue des Francs-Bourgeois;Paris
75005;13 Rue Clovis;Paris
75007;25 quai Branly;Paris
75005;6 boulevard de Port-Royal;Paris
75005;55 rue Saint-Jacques;Paris
75014;7 rue de l'Empereur Julien;Paris
75006;2 passage de la Petite Boucherie;Paris
75005;21 rue des Ecoles;Paris
75004;45 rue de la Verrerie;Paris
75005;1 rue de Bazeilles;Paris
75002;25 rue de la Lune;Paris
75005;91 boulevard Saint-Michel;Paris
75005;1 rue de Bazeilles;Paris
75005;25 rue de la Montagne Sainte-Geneviève;Paris
75005;67 boulevard Saint-Germain;Paris
75005;17 rue d'Ulm;Paris
75006;3 rue Suger;Paris
75006;12 rue Cassette;Paris
75013;2 boulevard Arago;Paris
75004;2 place du Père Teilhard de Chardin;Paris
75005;1 place Sainte-Geneviève;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75004;13 rue des Barres;Paris
75005;17 rue du Fer à Moulin;Paris
75006;48 boulevard Raspail;Paris
75006;11 quai Conti;Paris
75005;1 rue Clovis;Paris
75013;19 rue de la Reine-Blanche;Paris
75003;5 rue de Thorigny;Paris
75007;25 quai Branly;Paris
75013;79 boulevard Saint-Marcel;Paris
75010;63 rue de Lancry;Paris
75005;1 rue Saint-Jacques;Paris
75014;53 avenue de l'Observatoire;
75014;4 rue Cassini;
75005;125 rue Saint-Jacques;Paris
75005;23 rue Clovis;Paris
75005;1 place du Petit-Pont;Paris
75013;67 boulevard Saint-Marcel;Paris
75005;282 rue Saint-Jacques;Paris
75005;11 impasse Chartière;Paris
75004;30 quai Henri IV;Paris
75006;1 rue de Vaugirard;Paris
75006;3 place Saint-Germain-des-Prés;Paris
75003;1 rue Dupetit-Thouars;Paris
75001;99 rue de Rivoli;Paris
75005;1 rue des Prêtres Saint-Séverin;Paris
75004;84 rue Saint-Martin;Paris
75013;81 boulevard Saint-Marcel;Paris
75005;174 rue Saint-Jacques;Paris
75004;16 rue de l'Hôtel de Ville;Paris
75006;49 rue des Saints-Pères;Paris
75004;1 quai des Célestins;Paris
75007;22 rue Malar;Paris
75007;24 rue de l'Université;Paris
75013;82 avenue de Choisy;Paris
75005;49 boulevard Saint-Germain;
75005;79 rue du Cardinal-Lemoine;Paris
75005;1 rue Scipion;Paris
75005;3 rue Scipion;Paris
75005;2 rue Valette;Paris
75008;1 place de la Concorde;Paris
75004;1 place Baudoyer;Paris
75004;1 place Baudoyer;Paris
75016;1 boulevard de Beauséjour;Paris
75005;26 rue Soufflot;Paris
75006;2w rue de Médicis;Paris
75018;17 place Saint-Pierre;Paris
75005;25 rue du Sommerard;Paris
75005;1 rue du Sommerard;Paris
75005;6 place Paul Painlevé;Paris
75014;127 boulevard de Port-Royal;Paris
75005;82 boulevard Saint-Marcel;Paris
75018;2 rue du Cardinal Guibert;Paris
75005;2 rue d Ulm;Paris
75013;79 boulevard Saint-Marcel;Paris
75005;64 rue Gay-Lussac;Paris
75014;56 boulevard Saint-Jacques;Paris
75014;9 rue d'Alesia;Paris
75005;2 place Marcelin Berthelot;Paris
75005;9 avenue des Gobelins;
75014;70 rue de la Tombe-Issoire;Paris
75005;83 boulevard Saint-Michel;Paris
75005;58 rue des Ecoles;Paris
75006;77 rue de Vaugirard;Paris
75012;5 rue de Pommard;Paris
75014;94 rue de l'Amiral-Mouchez;Paris
75014;9 ter avenue d'Alesia;Paris
75013;37 boulevard de Port-Royal;Paris
75013;16 rue Fulton;Paris
75015;35 rue du Hameau;Paris
75005;25 boulevard Saint-Michel;Paris
75001;37 rue des Bourdonnais;Paris
75006;5 passage de la Petite Boucherie;Paris
75005;68 rue Monge;Paris
75004;3 rue d'Arcole;Paris
75005;6 rue du Fouarre;Paris
75013;2 boulevard Arago;Paris
75005;1 rue Jean de Beauvais;Paris
75005;1 place Paul Painlevé;Paris
75005;29 rue Gay Lussac;Paris
75004;139 rue Saint-Martin;Paris
75004;15 rue du Temple;Paris
75005;1 rue du Sommerard;Paris
75004;3 rue du Cloître Notre-Dame;Paris
75001;6v rue de Richelieu;Paris
75005;15 rue Victor-Cousin;Paris
75005;36 rue Saint-Jacques;Paris
75004;1 rue de la Cité;Paris
75005;1 place du Puits de l'Hermite;Paris
75005;1 square de Cluny;Paris
75004;9 boulevard du Palais;Paris
75013;17 rue de la Reine-Blanche;Paris
75001;10 boulevard du Palais;Paris
75004;1 rue du Figuier;Paris
75010;105 rue du Faubourg Saint-Denis;Paris
75005;39 rue Daubenton;Paris
75005;11 place Marcelin Berthelot;Paris
75005;7 rue Fustel de Coulanges;Paris
75014;19 bis avenue René Coty;Paris
75006;13 rue de Vaugirard;Paris
75005;4 rue Valette;Paris
75005;286 rue Saint-Jacques;Paris
75012;8 rue Emile Gilbert;Paris
75004;14 rue Charlemagne;Paris
75005;79 rue Galande;Paris
75005;23 rue Clovis;Paris
75001;91bA rue de Rivoli;Paris
75004;6 rue d'Arcole;Paris
75018;23 rue de l Evangile;Paris
75005;18 rue Poliveau;Paris
75004;33 rue Quincampoix;Paris
75004;22 rue Chanoinesse;Paris
75011;10 rue de Candie;Paris
75013;81 boulevard Saint-Marcel;Paris
75013;27 rue de la Reine-Blanche;Paris
75005;31 rue d'Ulm;Paris
75005;17 rue du Petit Pont;Paris
75005;25 boulevard Saint-Michel;Paris
75003;4 rue Eugène Spuller;Paris
75001;17 rue des Prêtres Saint-Germain l'Auxerrois;Paris
75015;165 rue de Vaugirard;Paris
75005;5 rue de la Sorbonne;Paris
75006;44 boulevard Saint-Michel;Paris
75005;1 rue du Petit Moine;Paris
75005;1 rue de Poissy;Paris
75004;1 place de la Bastille;Paris
75014;28 rue de la Tombe Issoire;Paris
75003;39 rue de Bretagne;Paris
75003;233 rue Saint-Martin;Paris
75005;42 rue des Fossés-Saint-Bernard;Paris
75006;93 rue de Sèvres;Paris
75005;26 rue Daubenton;Paris
75005;11 place Marcelin Berthelot;Paris
75009;1 rue Joubert;Paris
75004;1 place Baudoyer;Paris
75005;36 rue Descartes;Paris
75012;54 rue François Truffaut;Paris
75005;6 rue Toullier;Paris
75007;11 rue de la Chaise;Paris
75005;16 rue Soufflot;Paris
75005;1 rue des Prêtres Saint-Séverin;Paris
75006;31 rue Guénégaud;Paris
75001;188 rue Saint-Honoré;Paris
75003;10 rue des Fontaines du Temple;Paris
75005;74 rue du Cardinal Lemoine;Paris
75005;10 rue Clovis;Paris
75004;1 avenue Victoria;Paris
75004;8 rue des Barres;Paris
75014;1T rue d'Alésia;Paris
75005;7 rue Laromiguière;Paris
75005;42 rue Saint-Jacques;Paris
75018;17 place Saint-Pierre;Paris
75005;25 boulevard Saint-Michel;Paris
75005;79 boulevard Saint-Michel;Paris
75005;82 boulevard Saint-Marcel;Paris
75006;8 rue de Furstemberg;Paris
75006;2w rue de Médicis;Paris
75006;14 rue Monsieur-le-Prince;Paris
75013;83 boulevard Saint-Marcel;Paris
75006;6b rue de l'Abbaye;Paris
75001;6 rue des Prouvaires;Paris
75010;12 rue du Buisson Saint-Louis;Paris
75015;350 rue de Vaugirard;Paris
75005;304 rue Saint-Jacques;Paris
75005;40 rue des Ecoles;Paris
75013;1 boulevard Arago;Paris
75004;25 rue du Pont Louis Philippe;Paris
75013;25 avenue des Gobelins;Paris
75005;57 rue Cuvier;Paris
75015;62 rue Farman;Paris
75005;52 rue du Cardinal Lemoine;Paris
75007;37 rue de Bellechasse;Paris
75014;67 boulevard Saint-Jacques;Paris
75014;98 boulevard Arago;Paris
75018;1 rue Azais;Paris
75005;26 rue Pierre Nicole;Paris
75013;53 rue Baudricourt;Paris
75005;6 place Paul Painlevé;Paris
75006;26 rue Racine;
75005;25 boulevard Saint-Michel;Paris
75004;3 rue de la Cité;Paris
75005;19 rue de l'Estrapade;Paris
75004;2 rue de Lutèce;Paris
75003;4 rue Eugène Spuller;
75005;79 rue Saint-Jacques;Paris
75019;211 avenue Jean Jaurès;Paris
75004;4 rue de la Cité;Paris
75015;3 boulevard du général Martial Valin;Paris
75005;7 rue de l'Estrapade;Paris
75005;2 rue Pierre Brossolette;
75005;348 rue Saint-Jacques;Paris
75018;120 rue Damremont;Paris
75001;40 rue de Valois;Paris
75004;26v rue Saint-Martin;Paris
75005;68 boulevard Saint-Marcel;Paris
75005;1 rue Clotilde;Paris
75004;13 rue des Barres;Paris
75015;2 rue de la Fédération;Paris
75005;15 rue Victor Cousin;Paris
75005;1 rue Cujas;Paris
75005;1 rue Laplace;Paris
75007;3 avenue Octave Gréard;Paris
75001;1 rue de la Cossonnerie;Paris
75018;83 rue Lepic;Paris
75005;30 boulevard Saint-Marcel;Paris
75013;81 boulevard Saint-Marcel;Paris
75006;15 rue de l'Ecole de Médecine;Paris
75004;1 rue François Miron;Paris
75006;4 rue Lobineau;Paris
75004;2 quai du Marché Neuf;Paris
75005;22 rue de Bièvre;Paris
75014;1 place de l'Île-de-Sein;Paris
75006;38 rue Dauphine;Paris
75004;79 rue de la Verrerie;Paris
75005;23 rue Soufflot;Paris
75005;16 rue de l'Ecole Polytechnique;Paris
75007;191 boulevard Saint-Germain;Paris
75001;30 quai des Orfèvres;Paris
75005;4 rue Linné;Paris
75002;28 place de la Bourse;Paris
75002;1 rue Saint-Denis;Paris
75013;1v boulevard Arago;Paris
75005;79 rue Saint-Jacques;Paris
75005;6 place Paul Painlevé;Paris
75016;57 rue Raynouard;Paris
75006;5 rue de l'Eperon;Paris
75005;24 rue du Cardinal Lemoine;Paris
75016;1 place de Varsovie;Paris
75011;94 rue de Charonne;Paris
75003;292 rue Saint-Martin;Paris
75005;4 boulevard de Port-Royal;Paris
75005;1 rue Thouin;Paris
75011;87 rue Léon Frot;Paris
75018;12 rue Carpeaux;Paris
75012;1 place Mazas;Paris
75013;1 quai d'Austerlitz;Paris
75001;1v place du Chatelet;Paris
75004;2 rue de la Cité;Paris
75005;24 rue Saint-Victor;Paris
75013;73 boulevard Saint-Marcel;Paris
75004;6 rue des Blancs-Manteaux;Paris
75005;1 rue Descartes;Paris
75005;1 rue Clovis;Paris
75005;262 rue Saint-Jacques;Paris
75006;2w rue de Médicis;Paris
75005;6 place Paul Painlevé;Paris
75005;7 rue Lagrange;Paris
75005;1 place de la Sorbonne;Paris
75005;1 rue Erasme;Paris
75005;21 rue Gracieuse;Paris
75006;12 rue de l'École de Médecine;Paris
75004;24 rue des Écouffes;Paris
75005;1 rue de Lanneau;Paris
75013;81 boulevard Saint-Marcel;Paris
75005;4 rue Valette;Paris
75006;23 quai Conti;Paris
75001;2A quai François Miterrand;Paris
75015;218 rue de la Croix-Nivert;Paris
75006;60 boulevard Saint-Michel;Paris
75013;1 rue de Tolbiac;Paris
75014;123 boulevard de Port-Royal;Paris
75019;23 rue de Nantes;Paris
75005;53 rue Saint-Jacques;Paris
75005;1 rue Saint-Jacques;Paris
75005;163 rue Saint-Jacques;Paris
75005;1 rue Champollion;Paris
75016;41X avenue du Mahatma Gandhi;Paris
75005;1 place Maubert;Paris
75005;254 rue Saint-Jacques;Paris
